Category	Title	Link	Title1	Link1	Title2	Link2
Business	Advanced Business Concepts	https://youtu.be/qarjFXRUZYc	Vegas 2022 - Advanced Amazon Ads	https://youtu.be/cGD0wvAlSHQ	Vegas 2021 - BookFunnel - Using Reader Magnet to Build Your List	https://youtu.be/1cKluCoetcA
Business	Story Origin	https://youtu.be/R8x2nJuAAG0	Vegas 2022 - The Whys and Hows of Transitioning Your Ebooks to Wide	https://youtu.be/WzWC15E2jjU	Vegas 2021 - Dan Wood - Marketing on a Shoestring	https://youtu.be/BuIdNwu8o6g
Business	The Whys and Hows of Transitioning Your Ebooks to Wide	https://youtu.be/WzWC15E2jjU	Vegas 2022 - Physical (Digital) Security of Your IP and Your Business	https://youtu.be/jrRWo3QqusI	Vegas 2021 - Basic Record-keeping	https://youtu.be/Tma_wy_wt6E
Business	Physical (Digital) Security of Your IP and Your Business	https://youtu.be/jrRWo3QqusI	Vegas 2022 - How To Make Your Books Make More Without Hurting Your IP Rights	https://youtu.be/cd8DUhKyVh0	Vegas 2021 - Tammi Labrecque - Advanced Newsletter Techniques	https://youtu.be/FqZCOSQgHqk
Business	Bootstrapping	https://youtu.be/u5NrWkPKHkI	Vegas 2022 - Less Time, More Readers	https://youtu.be/3mjusuVZa5w	Vegas 2021 - The Five Pillars of Indie Publishing	https://youtu.be/yFXZAoi02sk
Business	Newsletter List Hygiene	https://youtu.be/7S4R1eMTG_8	Vegas 2022 - Cover Design Studio	https://youtu.be/iOHwJoqNqcM	Vegas 2021 - Mal Cooper - Facebook Ads	https://youtu.be/GGyo-BOJb1o
Business	Increase Your Sales at Google Play Books and Apple Books	https://youtu.be/jOzIvaro8b8	Vegas 2022 - Queries for Agents	https://youtu.be/Wa0PqYr0fio	Vegas 2021 - Britt Andrews - TikTok	https://youtu.be/kpDOQ7tdAwk
Business	Queries for Agents	https://youtu.be/Wa0PqYr0fio	Vegas 2022 - Press Releases and Reviews	https://youtu.be/z3Kzg79R7zI	Vegas 2021 - Mark Dawson – Fuse Books	https://youtu.be/8REa2VPX2cs
Business	Press Releases and Reviews	https://youtu.be/z3Kzg79R7zI	Vegas 2022 - Mastering Keywords and Categories	https://youtu.be/gfib8ngPs2Y	Vegas 2021 - Chris Fox - Write to Market 2021 Masterclass	https://youtu.be/b_iw3im_DwA
Business	1000 True Fans for Authors	https://youtu.be/g5_hCfT6RGs	Vegas 2022 - Math is Money with ScribeCount	https://youtu.be/Mw2wN3pELxQ	Vegas 2021 - Basic Numbers for Authors	https://youtu.be/P3li4lrULnY
Business	Math is Money with ScribeCount	https://youtu.be/Mw2wN3pELxQ	Vegas 2022 - Using Kobo Plus to Reach Global Readers	https://youtu.be/ym24e3qf5ss	Vegas 2021 - Creativity & Cash	https://youtu.be/SgMrwl5MRsY
Business	Using Kobo Plus to Reach Global Readers	https://youtu.be/ym24e3qf5ss	Vegas 2022 - Facebook Author Page: Most Valuable Real Estate in Front of Newsletter	https://youtu.be/12yrfMkOpRE	Vegas 2021 - Author Cross Promotions	https://youtu.be/aBgiJQ-PITI
Business	Kickstarter Basic	https://youtu.be/E_WQ-luTNdc	Vegas 2022 - Maximizing What Authors Do Best by Hiring a VA	https://youtu.be/pWi1wvbpuzo	Vegas 2021 - Licensing Domestic Works	https://youtu.be/fJsXz63Yr38
Business	Maximizing What Authors Do Best by Hiring a VA	https://youtu.be/pWi1wvbpuzo	Vegas 2022 - How to Become the CEO of Your Author Business	https://youtu.be/B6RhTP0b6_g	Vegas 2021 - An Overview of Book Brush	https://youtu.be/tth96gR2fkw
Business	Evergreen: Keep People Signed Up to Your Newsletter	https://youtu.be/yil4LZsakj8	Vegas 2022 - Pinterest Ads	https://youtu.be/bjWGzeFG4SY	Vegas 2021 - Vellum 3.0: An Overview	https://youtu.be/4igfy2iqzA0
Business	Go Direct with BookFunnel	https://youtu.be/BakGBLdxLdg	Vegas 2022 - Increase Sales with B&N and Kobo	https://youtu.be/VBKjAz4FkmY	Vegas 2019 - Amazon Data Overview (K-lytics)	https://youtu.be/pZ8w9GlNKRE
Business	Increase Sales with B&N and Kobo	https://youtu.be/VBKjAz4FkmY	Vegas 2022 - Tips to Take a Kickstarter Over the Top	https://youtu.be/mQ0rvnISOE8	Vegas 2019 - Making Money With One Book A Year	https://youtu.be/A1e_8p1_osM
Business	Vellum - Creating a Special Edition	https://youtu.be/5I_YZpUNeuE	Vegas 2022 - The Power and the Pitfalls of Publishing	https://youtu.be/o7ZEb7-UwTU	Vegas 2019 - How To Turn Readers into Super Fans	https://youtu.be/J8RgNQJryL0
Business	Full-Time Living Off Fewer Than One Book a Year	https://youtu.be/QSdnWwQAFXw	Vegas 2022 - BookBub Ads	https://youtu.be/q2EqEN1PyNk	Vegas 2019 - Newsletter Tips and Tricks	https://youtu.be/IknKBACoVjk
Business	Copyright and ISBNs	https://youtu.be/1aUQs2Kai3w	Vegas 2022 - AI Generated Art	https://youtu.be/V4E0WXTdBnc	Vegas 2019 - The Future of Publishing	https://youtu.be/EVNxix6L-Mc
Business	AI Generated Art	https://youtu.be/V4E0WXTdBnc	Vegas 2022 - Advanced Book Marketing	https://youtu.be/8h7HaZvyB68	Vegas 2019 - Business 101	https://youtu.be/M6QcGdKGMQM
Business	Taking a Book to Film	https://youtu.be/F-uoGjekw0I	Vegas 2022 - Working with a Cover Designer	https://youtu.be/l3vGc-qqgms	Vegas 2019 - Readership Building	https://youtu.be/fxD6-L30o1M
Business	Working with a Cover Designer	https://youtu.be/l3vGc-qqgms	Vegas 2022 - Another Look at Facebook Ads by a Multi-Six-Figure Author	https://youtu.be/tN4ZAFWFeQY	Vegas 2019 - Voice Dictation	https://youtu.be/LXTO9_oGZY8
Business	Another Look at Facebook Ads by a Multi-Six-Figure Author	https://youtu.be/tN4ZAFWFeQY	Vegas 2022 - When a Small Press and Traditional Publisher Collaborate	https://youtu.be/0F68hNi3G6Q	Vegas 2019 - Blurb-Ad Alignment	https://youtu.be/c73zfo93xPk
Business	Tricks of Staying Productive Over Time	https://youtu.be/jmgpnqIqWe8	Vegas 2022 - Cozy Mystery	https://youtu.be/98fwZuqFgIk	Vegas 2019 - Story Rescue Workshop	https://youtu.be/kY1Fav8odmc
						
						
						
Marketing	Building Your Promotional Engagement	https://youtu.be/PkwRaHHQzUo	Vegas 2022 - Get the Most Out of Facebook Ads	https://youtu.be/WthnhX3zy3Y	Vegas 2021 - Books to TV:  Our Journey	https://youtu.be/pXjGqWmKWmg
Marketing	Get the Most Out of Facebook Ads	https://youtu.be/WthnhX3zy3Y	Vegas 2022 - Crush Your Kickstarter Goals	https://youtu.be/mYUBjiKmB3Q	Vegas 2021 - Dave Chesson - Optimizing Keywords	https://youtu.be/N6TjXnMnC7k
Marketing	In-Person Sales	https://youtu.be/ZFOfOr0qBi4	Vegas 2022 - Slowly Building a Platform	https://youtu.be/waHxrG49Exg	Vegas 2021 - Kickstarter Basics	https://youtu.be/YfsS2lLCHSw
Marketing	Constructing the Perfect Amazon Book Sales Page	https://youtu.be/J6WFZ5KhkDo	Vegas 2022 - The Five Pillars of Publishing	https://youtu.be/_PL1h67CK3o	Vegas 2021 - Ghostwriting for Publishers and Authors	https://youtu.be/C12ThekFtik
Marketing	Intro to Amazon Advertising for Book Sales and Profit 2	https://youtu.be/ALh7RTatEHo	Vegas 2022 - Using Direct Sales to Sell Books	https://youtu.be/2-S9aEZt7Cw	Vegas 2021 - Starting an Indie Publishing Business	https://youtu.be/-m77DeOae9M
Marketing	Relational Marketing Using Actionable Gamification	https://youtu.be/Bd5nFiiRG0Y	Vegas 2022 - How to Attract the Right Readers That Will Stay With You	https://youtu.be/13dxV2qzB08	Vegas 2021 - Advanced Business Strategies	https://youtu.be/A7rdGQRgwYc
Marketing	Making Money From Google's AI Feature	https://youtu.be/d8q4Efnhr7A	Vegas 2022 - Opportunities with B&N	https://youtu.be/yWrh20n8cgk	Vegas 2021 - Tricks, Tips, and Pitfalls in Publishing Wide	https://youtu.be/XkizQJ2HeZQ
Marketing	Advanced Amazon Ads	https://youtu.be/cGD0wvAlSHQ	Vegas 2022 - Story Origin	https://youtu.be/R8x2nJuAAG0	Vegas 2021 - Plan Your Launch / Launch Your Plan	https://youtu.be/B54JNPUBMTE
Marketing	How To Make Your Books Make More Without Hurting Your IP Rights	https://youtu.be/cd8DUhKyVh0	Vegas 2022 - Atticus Overview & Updates	https://youtu.be/cRx4xY2yUxg	Vegas 2021 - One Day to a Great Author Website	https://youtu.be/XnY8YrrOPXM
Marketing	Atticus Overview & Updates	https://youtu.be/cRx4xY2yUxg	Vegas 2022 - Building a Team to Drive You to Success	https://youtu.be/88gjPUjxWZ0	Vegas 2021 - Kickstarter as a First Payment in Your Revenue Stream	https://youtu.be/fFy9I8xxn5M
Marketing	TikTok with James Blatch	https://youtu.be/VmUBIbs37M8	Vegas 2022 - Bootstrapping	https://youtu.be/u5NrWkPKHkI	Vegas 2021 - Chris Fox -  Never Write Another Novel, and Still Making a Living	https://youtu.be/lg-aQS_PPEI
Marketing	Less Time, More Readers	https://youtu.be/3mjusuVZa5w	Vegas 2022 - Direct Sales	https://youtu.be/53KTsBd2C2s	Vegas 2021 - Project Management for Writers	https://youtu.be/KxGroM42gkY
Marketing	Cover Design Studio	https://youtu.be/iOHwJoqNqcM	Vegas 2022 - Burnout Recovery and The Ladder Out	https://youtu.be/MiaPNUwV8SM	Vegas 2021 - RJ Blain - Patreon as an Alternative and Substantial Revenue Stream	https://youtu.be/ymMlhClxS5Q
Marketing	Mastering Keywords and Categories	https://youtu.be/gfib8ngPs2Y	Vegas 2022 - 1000 True Fans for Authors	https://youtu.be/g5_hCfT6RGs	Vegas 2021 - Caroline Pechham - Scaling Up Your Author Career	https://youtu.be/p-OZJ-IIVOg
Marketing	Facebook Author Page: Most Valuable Real Estate in Front of Newsletter	https://youtu.be/12yrfMkOpRE	Vegas 2022 - Kickstarter Basic	https://youtu.be/E_WQ-luTNdc	Vegas 2021 - Mark Leslie Lefebvre - Wide for the Win	https://youtu.be/bvtQBPucLYk
Marketing	BookBub Ads	https://youtu.be/q2EqEN1PyNk	Vegas 2022 - Copyright and ISBNs	https://youtu.be/1aUQs2Kai3w	Vegas 2019 - The Destructive Pursuit of Perfection	https://youtu.be/8j68TKKEfrA
Marketing	Advanced Book Marketing	https://youtu.be/8h7HaZvyB68	Vegas 2022 - Podium Publishing	https://youtu.be/d-rW6znj4xQ	Vegas 2019 - Keywords and Publisher Rocket	https://youtu.be/qACy-jMFsLM
Business/Craft of Writing	Husband-Wife Writing Duos	https://youtu.be/c1Or01VCMvU	Vegas 2022 - Getting Started in Children's Books	https://youtu.be/D6JIP2pwWp0	Vegas 2021 - Transitioning Amazon Exclusive to Wide	https://youtu.be/mJUjHKgcpLI
Business/Craft of Writing	Amazon Scams Authors Need to Be Wary About	https://youtu.be/VR4jr4V7avg	Vegas 2022 - How to Craft the Perfect Reader Magnet	https://youtu.be/C5pvAX5_zBw	Begas 2021 - RE Vance - Bookbub Ads	https://youtu.be/8NE0gPrYWnY
Marketing/Craft of Writing	Getting the Most From an Anthology	https://youtu.be/m8APEfKq1Fc	Vegas 2022 - Production Balance	https://youtu.be/_mtRIP5fLqQ	Vegas 2021 - Advanced Book Marketing Strategies	https://youtu.be/7nvyI6y7qNY
Marketing/Craft of Writing	Young Authors	https://youtu.be/wRa_IFWz8Yw	Vegas 2022 - The Business Basics of Writing and Publishing	https://youtu.be/EhCUpn1iGwI	Vegas 2021 - Becca Syme - Productivity Myths	https://youtu.be/SLrwmj9uUvc
Business/Marketing	Wider Than Wide: Getting Your Audiobooks into More Hands	https://youtu.be/QLSiemd4t1s	Vegas 2022 - Scaling Wide and Direct Sales	https://youtu.be/0RkYN_G0cQI	Vegas 2021 - Middle Grade: Cracking the Code of Sales	https://youtu.be/dw1GEiTSB28
Business/Marketing	Scaling Wide and Direct Sales	https://youtu.be/0RkYN_G0cQI	Vegas 2022 - PublishDrive	https://youtu.be/8GhR4mvCE7Q	Vegas 2021 - Rapid Release Marketing	https://youtu.be/yEW3iDtd-HQ
Business/Marketing	PublishDrive	https://youtu.be/8GhR4mvCE7Q	Vegas 2022 - Getting the Most From an Anthology	https://youtu.be/m8APEfKq1Fc	Vegas 2021 - 10 Tips for Writing Emails	https://youtu.be/hIb3tyw0Amc
Business/Marketing	The Importance of Eggs Benedict to Your Career as an Author	https://youtu.be/l8loKUnOWPM	Vegas 2022 - Intro to Amazon Advertising for Book Sales and Profit	https://youtu.be/9_pSST7E1H4	Vegas 2021 - Making a List Run (USA Today, Solo Title) Part 2	https://youtu.be/03gzM7zWNHo
Business/Marketing	Intro to Amazon Advertising for Book Sales and Profit	https://youtu.be/9_pSST7E1H4	Vegas 2022 - Books To Film & TV	https://youtu.be/YFne8-JPIT4	Vegas 2021 - Contracting for Audio	https://youtu.be/p8tp893I3r8
Business/Marketing	Killer Patreon Strategy	https://youtu.be/0e2TNChbI2g	Vegas 2022 - New Author Tips for Getting into Audio	https://youtu.be/EEWg7jJo5ag	Vegas 2021 - Podium Audio Presents	https://youtu.be/SFe3TzEpVFA
Business/Marketing	Crush Your Kickstarter Goals	https://youtu.be/mYUBjiKmB3Q	Vehas 2022 - In-Person Sales	https://youtu.be/ZFOfOr0qBi4	Vegas 2021 - Maximising Amazon:  A Beginner’s Guide	https://youtu.be/r53orPQCue4
Business/Marketing	Spotify & Findaway Voices	https://youtu.be/RUoeUxNOjPM	Vegas 2022 - Make Money On Kickstarter	https://youtu.be/m_UWey8rBqQ	Vegas 2021 - Legal Issues for Authors	https://youtu.be/Q4eIT1Zjekw
Business/Marketing	Making Money with Audiobooks on YouTube	https://youtu.be/U6eS7K7obyE	Vegas 2022 - Affiliate and Universal Book Links	https://youtu.be/0QYhVQDa510	Vegas 2021 - TickTok – Starting and Growing Your TikTok Platform	https://youtu.be/dBiIPaeYUmk
Business/Marketing	Building a Team to Drive You to Success	https://youtu.be/88gjPUjxWZ0	Vegas 2022 - TikTok with James Blatch	https://youtu.be/VmUBIbs37M8	Vegas 2021 - Trademark And Copyright	https://youtu.be/wuyFICHePJ8
Business/Marketing	Direct Sales	https://youtu.be/53KTsBd2C2s	Vegas 2022 - Newsletter List Hygiene	https://youtu.be/7S4R1eMTG_8	Vegas 2021 - Licensing Audio: Know Your Subsidiary Rights	https://youtu.be/_Uo44aSisaU
Business/Marketing	Pinterest Ads	https://youtu.be/bjWGzeFG4SY	Vegas 2022 - Go Direct with BookFunnel	https://youtu.be/BakGBLdxLdg	Vegas 2021 - First Steps for Unpublished Authors	https://youtu.be/eLNO8LV0epg
